Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,296755,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
